"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
1322,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
1323,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
1324,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",5
1325,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1326,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
1327,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
1328,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1329,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1330,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
1331,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
1332,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1333,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
1334,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1335,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1336,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1337,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1338,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
1339,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1340,1995,2,"Agriculture and Rural Development","AGRI",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1341,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
1342,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
1343,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
1344,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
1345,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1346,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
1347,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
1348,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1349,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1350,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
1351,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
1352,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1353,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
1354,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1355,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1356,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1357,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1358,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
1359,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1360,1995,2,"Agriculture and Rural Development","AGRI",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1361,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
1362,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
1363,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
1364,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
1365,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1366,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
1367,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
1368,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1369,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1370,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
1371,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
1372,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1373,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
1374,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1375,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1376,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1377,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1378,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
1379,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1380,1995,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1381,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
1382,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
1383,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
1384,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
1385,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1386,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
1387,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
1388,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1389,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1390,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
1391,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
1392,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1393,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
1394,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1395,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1396,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1397,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1398,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
1399,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1400,1995,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1401,1995,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
1402,1995,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
1403,1995,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
1404,1995,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
