"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","decision_type_ID","decision_type","count_decisions"
634,1998,2,"Agriculture and Rural Development","AGRI",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
635,1998,2,"Agriculture and Rural Development","AGRI",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
636,1998,2,"Agriculture and Rural Development","AGRI",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
637,1998,2,"Agriculture and Rural Development","AGRI",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
638,1998,2,"Agriculture and Rural Development","AGRI",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
639,1998,2,"Agriculture and Rural Development","AGRI",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
640,1998,2,"Agriculture and Rural Development","AGRI",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
641,1998,3,"Maritime Affairs and Fisheries","MARE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
642,1998,3,"Maritime Affairs and Fisheries","MARE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
643,1998,3,"Maritime Affairs and Fisheries","MARE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",17
644,1998,3,"Maritime Affairs and Fisheries","MARE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
645,1998,3,"Maritime Affairs and Fisheries","MARE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
646,1998,3,"Maritime Affairs and Fisheries","MARE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
647,1998,3,"Maritime Affairs and Fisheries","MARE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
648,1998,3,"Maritime Affairs and Fisheries","MARE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
649,1998,3,"Maritime Affairs and Fisheries","MARE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
650,1998,3,"Maritime Affairs and Fisheries","MARE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
651,1998,3,"Maritime Affairs and Fisheries","MARE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
652,1998,3,"Maritime Affairs and Fisheries","MARE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
653,1998,3,"Maritime Affairs and Fisheries","MARE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
654,1998,3,"Maritime Affairs and Fisheries","MARE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
655,1998,3,"Maritime Affairs and Fisheries","MARE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
656,1998,3,"Maritime Affairs and Fisheries","MARE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
657,1998,3,"Maritime Affairs and Fisheries","MARE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
658,1998,3,"Maritime Affairs and Fisheries","MARE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
659,1998,3,"Maritime Affairs and Fisheries","MARE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
660,1998,3,"Maritime Affairs and Fisheries","MARE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
661,1999,1,"Competition","COMP",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",5
662,1999,1,"Competition","COMP",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",18
663,1999,1,"Competition","COMP",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",336
664,1999,1,"Competition","COMP",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",68
665,1999,1,"Competition","COMP",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",5
666,1999,1,"Competition","COMP",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",5
667,1999,1,"Competition","COMP",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",21
668,1999,1,"Competition","COMP",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",3
669,1999,1,"Competition","COMP",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
670,1999,1,"Competition","COMP",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",13
671,1999,1,"Competition","COMP",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",24
672,1999,1,"Competition","COMP",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
673,1999,1,"Competition","COMP",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",8
674,1999,1,"Competition","COMP",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
675,1999,1,"Competition","COMP",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",21
676,1999,1,"Competition","COMP",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",1
677,1999,1,"Competition","COMP",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
678,1999,1,"Competition","COMP",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",5
679,1999,1,"Competition","COMP",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",9
680,1999,1,"Competition","COMP",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",1
681,1999,2,"Agriculture and Rural Development","AGRI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",5
682,1999,2,"Agriculture and Rural Development","AGRI",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",4
683,1999,2,"Agriculture and Rural Development","AGRI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",241
684,1999,2,"Agriculture and Rural Development","AGRI",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",15
685,1999,2,"Agriculture and Rural Development","AGRI",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
686,1999,2,"Agriculture and Rural Development","AGRI",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
687,1999,2,"Agriculture and Rural Development","AGRI",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
688,1999,2,"Agriculture and Rural Development","AGRI",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
689,1999,2,"Agriculture and Rural Development","AGRI",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
690,1999,2,"Agriculture and Rural Development","AGRI",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",5
691,1999,2,"Agriculture and Rural Development","AGRI",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
692,1999,2,"Agriculture and Rural Development","AGRI",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
693,1999,2,"Agriculture and Rural Development","AGRI",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",3
694,1999,2,"Agriculture and Rural Development","AGRI",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
695,1999,2,"Agriculture and Rural Development","AGRI",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
696,1999,2,"Agriculture and Rural Development","AGRI",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
697,1999,2,"Agriculture and Rural Development","AGRI",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
698,1999,2,"Agriculture and Rural Development","AGRI",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
699,1999,2,"Agriculture and Rural Development","AGRI",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
700,1999,2,"Agriculture and Rural Development","AGRI",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
701,1999,3,"Maritime Affairs and Fisheries","MARE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
702,1999,3,"Maritime Affairs and Fisheries","MARE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
703,1999,3,"Maritime Affairs and Fisheries","MARE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",41
704,1999,3,"Maritime Affairs and Fisheries","MARE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
705,1999,3,"Maritime Affairs and Fisheries","MARE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
706,1999,3,"Maritime Affairs and Fisheries","MARE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
707,1999,3,"Maritime Affairs and Fisheries","MARE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
708,1999,3,"Maritime Affairs and Fisheries","MARE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
709,1999,3,"Maritime Affairs and Fisheries","MARE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
710,1999,3,"Maritime Affairs and Fisheries","MARE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
711,1999,3,"Maritime Affairs and Fisheries","MARE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
712,1999,3,"Maritime Affairs and Fisheries","MARE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
713,1999,3,"Maritime Affairs and Fisheries","MARE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
714,1999,3,"Maritime Affairs and Fisheries","MARE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
715,1999,3,"Maritime Affairs and Fisheries","MARE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
716,1999,3,"Maritime Affairs and Fisheries","MARE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
717,1999,3,"Maritime Affairs and Fisheries","MARE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
718,1999,3,"Maritime Affairs and Fisheries","MARE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
719,1999,3,"Maritime Affairs and Fisheries","MARE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
720,1999,3,"Maritime Affairs and Fisheries","MARE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
721,2000,1,"Competition","COMP",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",6
